Physician,ClmProcedureCode,Count,TotalDeductibleAmtPaid,TotalInscClaimAmtReimbursed
PHY409892,3613.0,1,1068.0,34000
PHY409892,3893.0,1,1068.0,8000
PHY409892,4019.0,1,1068.0,15000
PHY409892,4439.0,1,1068.0,3000
PHY409892,4443.0,1,1068.0,4000
PHY409892,4516.0,1,1068.0,7000
PHY409892,5122.0,2,2136.0,33000
PHY409892,5123.0,1,1068.0,15000
PHY409892,5491.0,1,1068.0,5000
PHY409892,5523.0,1,1068.0,3000
PHY409892,9671.0,1,1068.0,14000
PHY409892,9971.0,1,1068.0,34000
PHY409901,66.0,4,4272.0,57000
PHY409901,311.0,1,1068.0,7000
PHY409901,2724.0,1,1068.0,17000
PHY409901,3491.0,1,1068.0,5000
PHY409901,3521.0,1,1068.0,38000
PHY409901,3722.0,2,2136.0,13000
PHY409901,3723.0,2,2136.0,0
PHY409901,3950.0,1,1068.0,20000
PHY409901,3995.0,2,2136.0,14000
PHY409901,4019.0,5,5340.0,67000
PHY409901,4264.0,1,1068.0,38000
PHY409901,4945.0,1,1068.0,11000
PHY409901,5119.0,2,1933.0,213580
PHY409901,5305.0,2,2136.0,8000
PHY409901,5451.0,1,1068.0,11000
PHY409901,5491.0,1,1068.0,4000
PHY409901,5794.0,3,3204.0,19000
PHY409901,7999.0,2,2136.0,0
PHY409901,8154.0,1,1068.0,18000
PHY409901,9390.0,1,1068.0,7000
PHY409901,9607.0,1,1068.0,0
PHY409901,9672.0,4,4069.0,245580
PHY409901,9904.0,2,2136.0,12000
PHY409919,159.0,1,1068.0,26000
PHY409922,3995.0,1,1068.0,3000
PHY409922,9390.0,1,1068.0,8000
PHY409929,9904.0,1,1068.0,7000
PHY409943,3893.0,1,1068.0,7000
PHY409943,3949.0,1,1068.0,30000
PHY409943,5794.0,1,1068.0,8000
PHY409943,8872.0,1,1068.0,5000
PHY409943,9904.0,1,1068.0,7000
PHY409945,66.0,1,1068.0,14000
PHY409945,2724.0,1,1068.0,14000
PHY409945,3995.0,1,1068.0,8000
PHY409945,4019.0,1,1068.0,0
PHY409945,4254.0,2,2136.0,18000
PHY409945,4311.0,2,2136.0,16000
PHY409945,4516.0,1,1068.0,9000
PHY409945,7845.0,2,2136.0,18000
PHY409945,7999.0,1,1068.0,0
PHY409945,8154.0,3,3204.0,33000
PHY409945,8872.0,1,1068.0,7000
PHY409945,9390.0,1,1068.0,0
PHY409945,9904.0,2,2136.0,18000
PHY409960,4019.0,1,1068.0,25000
PHY409960,8108.0,1,1068.0,25000
PHY409962,3409.0,1,1068.0,13000
PHY409974,8872.0,1,1068.0,6000
PHY409978,7092.0,1,1068.0,4000
PHY409980,50.0,1,1068.0,10000
PHY409980,309.0,1,1068.0,4000
PHY409980,311.0,1,1068.0,4000
PHY409980,7851.0,1,1068.0,4000
PHY409980,9904.0,1,1068.0,14000
PHY409986,7749.0,2,2136.0,38000
PHY409986,8622.0,2,2136.0,34000
PHY409986,9339.0,2,2136.0,18000
PHY409986,9904.0,2,2136.0,20000
PHY409989,3843.0,1,1068.0,57000
PHY409989,4254.0,1,1068.0,57000
PHY409989,5061.0,1,1068.0,57000
PHY409989,5749.0,1,1068.0,3000
PHY409989,9904.0,1,1068.0,5000
PHY410030,3320.0,2,2136.0,14000
PHY410030,9904.0,2,2136.0,14000
PHY410035,66.0,1,1068.0,8000
PHY410035,2724.0,1,1068.0,8000
PHY410035,3722.0,2,2136.0,10000
PHY410035,4139.0,1,1068.0,8000
PHY410035,4439.0,2,2136.0,10000
PHY410035,9672.0,1,1068.0,25000
PHY410035,9904.0,1,1068.0,5000
PHY410042,4525.0,1,1068.0,20000
PHY410043,185.0,2,2136.0,4000
PHY410043,3612.0,1,1068.0,56000
PHY410043,4019.0,1,1068.0,39000
PHY410043,8016.0,1,1068.0,18000
PHY410043,8105.0,1,1068.0,39000
PHY410043,9390.0,2,2136.0,4000
PHY410052,9607.0,1,1068.0,2000
PHY410061,3995.0,1,1068.0,7000
PHY410069,3953.0,1,1068.0,7000
PHY410069,7854.0,1,1068.0,7000
PHY410069,9961.0,1,1068.0,7000
PHY410072,66.0,1,1068.0,11000
PHY410072,527.0,1,1068.0,57000
PHY410072,2724.0,1,1068.0,11000
PHY410072,4019.0,1,1068.0,11000
PHY410072,4109.0,1,1068.0,7000
PHY410072,4438.0,1,1068.0,10000
PHY410072,6849.0,1,1068.0,7000
PHY410073,8152.0,1,1068.0,10000
PHY410078,9904.0,1,1068.0,8000
PHY410079,586.0,1,1068.0,5000
PHY410083,387.0,1,1068.0,48000
PHY410083,5849.0,1,1068.0,48000
PHY410087,3722.0,1,1068.0,13000
PHY410109,5732.0,1,1068.0,4000
PHY410120,3491.0,1,1068.0,4000
PHY410120,9339.0,1,1068.0,7000
PHY410134,4523.0,1,1068.0,7000
PHY410134,4550.0,1,1068.0,7000
PHY410134,8152.0,1,1068.0,35000
PHY410139,3995.0,1,1068.0,6000
PHY410140,7279.0,1,1068.0,3000
PHY410152,3893.0,1,1068.0,11000
PHY410152,5119.0,1,1068.0,11000
PHY410152,5849.0,1,1068.0,11000
PHY410156,4516.0,1,1068.0,6000
PHY410164,9672.0,2,2136.0,52000
PHY410174,8051.0,1,1068.0,5000
PHY410183,66.0,1,1068.0,28000
PHY410183,3812.0,1,1068.0,5000
PHY410183,9672.0,1,1068.0,10000
PHY410193,353.0,1,1068.0,10000
PHY410193,3821.0,1,1068.0,5000
PHY410193,8604.0,1,1068.0,12000
PHY410193,9607.0,1,1068.0,12000
PHY410207,3320.0,1,1068.0,7000
PHY410207,4341.0,1,1068.0,12000
PHY410207,5794.0,1,1068.0,9000
PHY410207,7915.0,1,1068.0,10000
PHY410207,8703.0,1,1068.0,11000
PHY410207,8949.0,1,1068.0,11000
PHY410207,9904.0,1,1068.0,6000
PHY410212,8152.0,1,1068.0,10000
PHY410213,5305.0,3,0.0,6000
PHY410217,9672.0,1,1068.0,23000
PHY410224,4019.0,1,1068.0,15000
PHY410224,5342.0,1,1068.0,15000
PHY410238,5119.0,1,1068.0,55000
PHY410238,5123.0,1,1068.0,55000
PHY410238,7810.0,1,1068.0,6000
PHY410238,8703.0,1,1068.0,6000
PHY410238,9904.0,1,1068.0,3000
PHY410243,437.0,1,1068.0,14000
PHY410243,2762.0,1,1068.0,16000
PHY410243,5123.0,1,1068.0,16000
PHY410254,3324.0,1,1068.0,4000
PHY410254,3615.0,1,1068.0,23000
PHY410254,3995.0,2,2136.0,10000
PHY410254,4233.0,1,1068.0,10000
PHY410254,4513.0,1,1068.0,4000
PHY410254,4835.0,1,1068.0,4000
PHY410254,9921.0,1,1068.0,0
PHY410254,9960.0,1,1068.0,7000
PHY410256,66.0,1,1068.0,25000
PHY410256,387.0,1,1068.0,22000
PHY410256,2724.0,1,1068.0,25000
PHY410261,409.0,1,1068.0,38000
PHY410261,2724.0,1,1068.0,38000
PHY410261,3783.0,1,1068.0,20000
PHY410261,8006.0,1,1068.0,12000
PHY410265,3893.0,1,1068.0,2000
PHY410265,4516.0,1,1068.0,6000
PHY410291,9394.0,1,1068.0,3000
PHY410296,4264.0,1,1068.0,6000
PHY410296,4516.0,1,1068.0,6000
PHY410302,3524.0,1,1068.0,57000
PHY410302,4019.0,1,1068.0,57000
PHY410302,4414.0,1,1068.0,57000
PHY410319,9204.0,1,1068.0,11000
PHY410322,8949.0,1,1068.0,5000
PHY410330,5123.0,1,1068.0,13000
PHY410331,3614.0,1,1068.0,103000
PHY410334,9604.0,1,1068.0,27000
PHY410341,9390.0,2,2136.0,16000
PHY410343,81.0,1,1068.0,18000
PHY410343,8622.0,1,1068.0,7000
PHY410343,8954.0,1,1068.0,0
PHY410357,3995.0,1,1068.0,7000
PHY410357,4516.0,1,1068.0,7000
PHY410359,9952.0,1,1068.0,6000
PHY410361,1735.0,1,1068.0,9000
PHY410361,2762.0,1,1068.0,13000
PHY410361,9322.0,1,1068.0,8000
PHY410361,9671.0,1,1068.0,13000
PHY410368,4516.0,1,1068.0,4000
PHY410371,2762.0,1,1068.0,8000
PHY410371,3893.0,1,1068.0,8000
PHY410371,3971.0,1,1068.0,16000
PHY410371,8154.0,1,1068.0,0
PHY410371,9907.0,1,1068.0,5000
PHY410374,8051.0,2,2136.0,10000
PHY410394,4516.0,1,1068.0,3000
PHY410394,6021.0,1,1068.0,11000
PHY410394,9339.0,1,1068.0,16000
PHY410411,3326.0,1,1068.0,10000
PHY410411,3893.0,1,1068.0,8000
PHY410411,7915.0,1,1068.0,11000
PHY410411,7935.0,1,1068.0,8000
PHY410411,8154.0,1,1068.0,14000
PHY410411,8876.0,1,1068.0,4000
PHY410418,8152.0,1,1068.0,9000
PHY410432,9462.0,1,1068.0,3000
PHY410436,4823.0,1,1068.0,1000
PHY410436,5122.0,1,1068.0,6000
PHY410436,9921.0,1,1068.0,4000
PHY410457,7932.0,1,1068.0,29000
PHY410465,8152.0,1,1068.0,10000
PHY410472,9904.0,1,1068.0,8000
PHY410508,66.0,1,1068.0,10000
PHY410508,2724.0,1,1068.0,10000
PHY410515,3611.0,1,1068.0,23000
PHY410525,412.0,1,1068.0,14000
PHY410525,3785.0,1,1068.0,16000
PHY410525,8152.0,1,1068.0,14000
PHY410525,8891.0,1,0.0,3000
PHY410525,9929.0,1,1068.0,4000
PHY410527,2309.0,1,1068.0,7000
PHY410527,8801.0,1,0.0,10000
PHY410538,4019.0,1,1068.0,0
PHY410538,7931.0,1,1068.0,0
PHY410546,8965.0,1,1068.0,0
PHY410559,66.0,1,1068.0,13000
PHY410559,4019.0,1,1068.0,13000
PHY410563,4516.0,1,1068.0,5000
PHY410565,3995.0,1,1068.0,28000
PHY410566,9383.0,1,1068.0,2000
PHY410568,4311.0,1,1068.0,10000
PHY410568,7915.0,1,1068.0,12000
PHY410577,331.0,1,1068.0,7000
PHY410578,598.0,1,1068.0,10000
PHY410578,8541.0,1,1068.0,5000
PHY410578,9466.0,2,2136.0,10000
PHY410589,4019.0,1,1068.0,13000
PHY410589,4516.0,1,1068.0,5000
PHY410589,7843.0,1,1068.0,13000
PHY410589,9671.0,1,1068.0,13000
PHY410589,9925.0,1,1068.0,6000
PHY410597,8703.0,1,0.0,60
PHY410618,3893.0,1,1068.0,6000
PHY410620,9390.0,1,1068.0,7000
PHY410655,8823.0,1,1068.0,20000
PHY410662,5185.0,1,1068.0,11000
PHY410665,3259.0,1,1068.0,15000
PHY410670,8627.0,1,1068.0,7000
PHY410674,570.0,1,1068.0,10000
PHY410674,5789.0,1,1068.0,10000
PHY410694,8891.0,1,1068.0,5000
PHY410706,9339.0,1,1068.0,7000
PHY410708,8875.0,1,1068.0,6000
PHY410715,66.0,1,1068.0,12000
PHY410715,70.0,1,1068.0,20000
PHY410735,3613.0,1,1068.0,46000
PHY410738,66.0,1,1068.0,10000
PHY410738,309.0,1,1068.0,39000
PHY410738,311.0,1,1068.0,39000
PHY410738,2724.0,2,2136.0,10000
PHY410738,3596.0,1,1068.0,0
PHY410738,3723.0,1,1068.0,11000
PHY410738,4019.0,1,1068.0,10000
PHY410738,4542.0,1,1068.0,8000
PHY410738,5491.0,1,1068.0,5000
PHY410738,8151.0,1,1068.0,14000
PHY410738,8872.0,1,1068.0,8000
PHY410738,8944.0,1,1068.0,3000
PHY410738,9921.0,1,1068.0,6000
PHY410743,8801.0,1,1068.0,0
PHY410760,4019.0,1,1068.0,10000
PHY410760,4513.0,1,1068.0,10000
PHY410764,4513.0,1,1068.0,4000
PHY410769,66.0,2,2136.0,0
PHY410771,4576.0,1,1068.0,37000
PHY410771,8627.0,1,1068.0,4000
PHY410771,8872.0,1,1068.0,4000
PHY410773,309.0,1,1068.0,5000
PHY410774,3794.0,1,1068.0,57000
PHY410774,4603.0,1,1068.0,42000
PHY410774,7850.0,1,1068.0,42000
PHY410774,8877.0,1,1068.0,3000
PHY410774,8952.0,2,2136.0,8000
PHY410786,8801.0,1,1068.0,4000
PHY410792,8480.0,1,1068.0,9000
PHY410793,66.0,2,2136.0,106000
PHY410793,2724.0,2,2136.0,106000
PHY410793,2752.0,2,2136.0,106000
PHY410804,9354.0,1,1068.0,4000
PHY410806,80.0,2,2136.0,32000
PHY410835,2181.0,1,1068.0,4000
PHY410835,8914.0,1,1068.0,6000
PHY410842,8411.0,1,1068.0,9000
PHY410845,9604.0,1,1068.0,7000
PHY410879,8154.0,1,1068.0,11000
PHY410893,2724.0,2,2136.0,10000
PHY410893,3615.0,1,1068.0,35000
PHY410893,3812.0,2,2136.0,10000
PHY410893,5185.0,1,1068.0,35000
PHY410897,2724.0,1,1068.0,5000
PHY410897,3722.0,1,1068.0,5000
PHY410899,73.0,1,1068.0,15000
PHY410899,131.0,1,1068.0,22000
PHY410899,403.0,1,1068.0,0
PHY410899,2724.0,1,1068.0,5000
PHY410899,2752.0,1,1068.0,26000
PHY410899,2762.0,1,1068.0,9000
PHY410899,2819.0,1,1068.0,41000
PHY410899,3324.0,1,1068.0,12000
PHY410899,3352.0,1,1068.0,57000
PHY410899,3521.0,1,1068.0,41000
PHY410899,3721.0,1,1068.0,5000
PHY410899,3893.0,3,3204.0,24000
PHY410899,3929.0,1,1068.0,10000
PHY410899,3971.0,1,1068.0,71000
PHY410899,3995.0,3,3204.0,23000
PHY410899,4019.0,5,5340.0,106000
PHY410899,4104.0,1,1068.0,57000
PHY410899,4469.0,1,1068.0,57000
PHY410899,4516.0,1,1068.0,3000
PHY410899,4525.0,1,1068.0,3000
PHY410899,4562.0,1,1068.0,24000
PHY410899,5305.0,1,1068.0,3000
PHY410899,5771.0,1,1068.0,35000
PHY410899,5849.0,1,1068.0,35000
PHY410899,7032.0,1,1068.0,71000
PHY410899,7179.0,1,1068.0,3000
PHY410899,7876.0,1,1068.0,3000
PHY410899,8108.0,2,2136.0,29000
PHY410899,8151.0,2,2136.0,28000
PHY410899,8154.0,5,5340.0,57000
PHY410899,8321.0,1,1068.0,28000
PHY410899,8412.0,1,1068.0,12000
PHY410899,8604.0,1,1068.0,3000
PHY410899,8801.0,1,1068.0,8000
PHY410899,8841.0,1,1068.0,5000
PHY410899,8872.0,2,2136.0,3000
PHY410899,8954.0,1,1068.0,2000
PHY410899,9449.0,1,1068.0,11000
PHY410899,9462.0,1,1068.0,0
PHY410899,9604.0,1,1068.0,9000
PHY410899,9671.0,1,1068.0,6000
PHY410899,9672.0,1,1068.0,30000
PHY410899,9702.0,1,1068.0,12000
PHY410899,9904.0,2,2136.0,14000
PHY410899,9921.0,1,1068.0,5000
PHY410899,9952.0,1,1068.0,2000
PHY410899,9974.0,1,1068.0,35000
PHY410915,8417.0,1,1068.0,8000
PHY410935,3893.0,1,1068.0,6000
PHY410935,3929.0,2,2136.0,20000
PHY410936,8151.0,1,1068.0,10000
PHY410938,4639.0,1,1068.0,38000
PHY410941,5491.0,1,1068.0,5000
PHY410956,3726.0,1,1068.0,17000
PHY410956,5794.0,2,0.0,26000
PHY410956,9354.0,1,1068.0,4000
PHY410961,5011.0,1,1068.0,7000
PHY410961,5849.0,1,1068.0,10000
PHY410961,9904.0,1,1068.0,10000
PHY410966,3995.0,1,1068.0,4000
PHY410966,4439.0,1,1068.0,0
PHY410966,9904.0,1,1068.0,0
PHY410968,3501.0,1,0.0,48000
PHY410968,9383.0,1,0.0,48000
PHY410998,4264.0,1,1068.0,23000
PHY410998,8107.0,1,1068.0,23000
PHY410998,9462.0,1,1068.0,3000
PHY411028,66.0,1,1068.0,13000
PHY411028,311.0,1,1068.0,13000
PHY411028,1733.0,1,1068.0,13000
PHY411028,4525.0,1,1068.0,3000
PHY411028,5122.0,1,0.0,7000
PHY411028,9625.0,1,1068.0,5000
PHY411033,3611.0,1,1068.0,34000
PHY411033,3962.0,1,1068.0,34000
PHY411033,4019.0,1,1068.0,34000
PHY411047,8872.0,1,1068.0,4000
PHY411047,9229.0,1,1068.0,7000
PHY411052,8151.0,2,2136.0,22000
PHY411054,2762.0,1,1068.0,12000
PHY411054,3723.0,1,1068.0,12000
PHY411054,4439.0,1,1068.0,12000
PHY411058,8919.0,1,1068.0,8000
PHY411058,9339.0,1,1068.0,18000
PHY411069,4439.0,1,1068.0,5000
PHY411069,9904.0,1,1068.0,5000
PHY411070,7935.0,1,1068.0,21000
PHY411075,66.0,2,2136.0,24000
PHY411075,722.0,1,1068.0,11000
PHY411075,2724.0,2,2136.0,24000
PHY411075,2819.0,2,2136.0,10000
PHY411075,3771.0,2,2136.0,20000
PHY411075,3893.0,3,3204.0,20000
PHY411075,3929.0,1,0.0,29000
PHY411075,3950.0,2,2136.0,44000
PHY411075,4019.0,4,4272.0,64000
PHY411075,4263.0,2,2136.0,24000
PHY411075,4852.0,1,1068.0,11000
PHY411075,5123.0,4,4272.0,36000
PHY411075,7843.0,2,2136.0,44000
PHY411075,7906.0,2,2136.0,6000
PHY411075,7915.0,1,1068.0,7000
PHY411075,7935.0,1,1068.0,14000
PHY411075,8180.0,2,2136.0,2000
PHY411075,8848.0,2,2136.0,10000
PHY411075,8945.0,2,2136.0,6000
PHY411075,9672.0,1,1068.0,7000
PHY411078,3722.0,1,1068.0,0
PHY411082,415.0,1,1068.0,11000
PHY411082,4019.0,1,1068.0,11000
PHY411084,8152.0,1,1068.0,9000
PHY411088,5491.0,1,1068.0,5000
PHY411088,5845.0,1,1068.0,5000
PHY411091,66.0,1,1068.0,9000
PHY411091,8877.0,1,1068.0,23000
PHY411098,8192.0,1,1068.0,5000
PHY411098,8952.0,1,1068.0,1000
PHY411098,9671.0,1,1068.0,9000
PHY411100,8154.0,2,2136.0,26000
PHY411100,9604.0,2,2136.0,16000
PHY411102,3722.0,1,1068.0,6000
PHY411108,387.0,1,1068.0,31000
PHY411108,2724.0,1,1068.0,47000
PHY411108,2762.0,1,1068.0,20000
PHY411108,3341.0,1,1068.0,9000
PHY411108,3491.0,1,1068.0,6000
PHY411108,3521.0,1,1068.0,47000
PHY411108,3722.0,1,1068.0,4000
PHY411108,3995.0,3,3204.0,58000
PHY411108,4019.0,4,4272.0,77000
PHY411108,4495.0,1,1068.0,11000
PHY411108,4513.0,1,1068.0,12000
PHY411108,4516.0,1,1068.0,3000
PHY411108,4571.0,1,1068.0,20000
PHY411108,4573.0,1,1068.0,30000
PHY411108,5361.0,2,2136.0,12000
PHY411108,5369.0,1,1068.0,12000
PHY411108,5451.0,1,1068.0,22000
PHY411108,5498.0,1,1068.0,9000
PHY411108,7915.0,1,1068.0,11000
PHY411108,7931.0,1,1068.0,22000
PHY411108,7935.0,1,1068.0,11000
PHY411108,8102.0,1,1068.0,2000
PHY411108,8151.0,1,1068.0,12000
PHY411108,8415.0,3,3204.0,37000
PHY411108,8607.0,1,1068.0,20000
PHY411108,8872.0,1,1068.0,41000
PHY411108,9638.0,1,1068.0,10000
PHY411108,9904.0,1,1068.0,11000
PHY411108,9961.0,1,1068.0,2000
PHY411117,22.0,1,1068.0,39000
PHY411117,66.0,2,2136.0,50000
PHY411117,311.0,1,1068.0,15000
PHY411117,415.0,1,1068.0,32000
PHY411117,2749.0,2,2136.0,32000
PHY411117,3485.0,1,1068.0,39000
PHY411117,3893.0,3,3204.0,29000
PHY411117,3993.0,1,1068.0,22000
PHY411117,4019.0,2,2136.0,20000
PHY411117,5122.0,1,1068.0,30000
PHY411117,5185.0,1,1068.0,39000
PHY411117,7936.0,1,1068.0,10000
PHY411117,8108.0,1,1068.0,0
PHY411117,9339.0,1,1068.0,21000
PHY411117,9604.0,2,2136.0,26000
PHY411118,8627.0,1,1068.0,7000
PHY411121,4467.0,1,1068.0,20000
PHY411121,5121.0,1,1068.0,20000
PHY411131,4573.0,1,1068.0,38000
PHY411141,22.0,1,0.0,27000
PHY411141,66.0,1,1068.0,10000
PHY411141,311.0,1,1068.0,7000
PHY411141,3324.0,1,1068.0,5000
PHY411141,3722.0,2,2136.0,13000
PHY411141,3723.0,1,1068.0,11000
PHY411141,4019.0,2,2136.0,13000
PHY411141,4516.0,1,1068.0,11000
PHY411141,5849.0,3,0.0,55000
PHY411141,7935.0,2,2136.0,28000
PHY411141,8152.0,1,1068.0,42000
PHY411141,8154.0,2,2136.0,46000
PHY411141,8801.0,1,1068.0,11000
PHY411141,9607.0,1,1068.0,3000
PHY411141,9921.0,1,1068.0,4000
PHY411141,9929.0,2,0.0,28000
PHY411190,13.0,1,1068.0,5000
PHY411193,3893.0,1,1068.0,21000
PHY411208,1629.0,1,1068.0,34000
PHY411208,5103.0,1,1068.0,34000
PHY411218,1509.0,1,1068.0,12000
PHY411218,2762.0,1,1068.0,12000
PHY411218,9671.0,1,1068.0,12000
PHY411226,66.0,1,1068.0,16000
PHY411226,311.0,1,1068.0,45000
PHY411226,387.0,1,1068.0,30000
PHY411226,966.0,2,2136.0,4000
PHY411226,1122.0,1,1068.0,45000
PHY411226,3326.0,2,2136.0,12000
PHY411226,3734.0,2,2136.0,0
PHY411226,3949.0,2,2136.0,42000
PHY411226,3995.0,2,2136.0,26000
PHY411226,4240.0,2,2136.0,4000
PHY411226,4341.0,2,2136.0,10000
PHY411226,4513.0,1,1068.0,6000
PHY411226,4516.0,2,2136.0,13000
PHY411226,4573.0,2,2136.0,76000
PHY411226,5122.0,2,2136.0,26000
PHY411226,8154.0,2,2136.0,20000
PHY411226,8411.0,1,1068.0,15000
PHY411226,9339.0,2,2136.0,22000
PHY411226,9396.0,2,2136.0,26000
PHY411226,9789.0,1,1068.0,6000
PHY411226,9904.0,2,2136.0,20000
PHY411226,9960.0,2,2136.0,16000
PHY411239,309.0,2,2136.0,8000
PHY411239,311.0,2,2136.0,14000
PHY411239,598.0,2,2136.0,12000
PHY411239,1736.0,2,2136.0,24000
PHY411239,2724.0,2,2136.0,8000
PHY411239,2762.0,4,4272.0,66000
PHY411239,3331.0,2,2136.0,8000
PHY411239,3485.0,2,2136.0,22000
PHY411239,3722.0,6,6408.0,56000
PHY411239,3733.0,2,2136.0,100000
PHY411239,3818.0,2,2136.0,24000
PHY411239,3893.0,8,8544.0,50000
PHY411239,3971.0,2,2136.0,46000
PHY411239,4019.0,2,2136.0,34000
PHY411239,4311.0,2,2136.0,6000
PHY411239,4516.0,4,4272.0,34000
PHY411239,4523.0,2,2136.0,20000
PHY411239,4542.0,2,2136.0,0
PHY411239,6021.0,2,2136.0,8000
PHY411239,7915.0,2,2136.0,20000
PHY411239,8108.0,2,2136.0,34000
PHY411239,8152.0,2,2136.0,36000
PHY411239,8154.0,4,4272.0,44000
PHY411239,8180.0,2,2136.0,24000
PHY411239,8627.0,2,2136.0,54000
PHY411239,8659.0,2,2136.0,6000
PHY411239,8741.0,2,2136.0,0
PHY411239,8872.0,2,2136.0,8000
PHY411239,8919.0,2,2136.0,12000
PHY411239,9390.0,2,2136.0,0
PHY411239,9425.0,2,2136.0,8000
PHY411239,9604.0,2,2136.0,22000
PHY411239,9671.0,4,4272.0,58000
PHY411239,9672.0,4,4272.0,54000
PHY411242,3722.0,1,1068.0,31000
PHY411243,66.0,1,1068.0,12000
PHY411243,2724.0,1,1068.0,12000
PHY411247,66.0,2,2136.0,28000
PHY411247,2724.0,2,2136.0,28000
PHY411248,3893.0,1,1068.0,4000
PHY411248,4823.0,1,1068.0,7000
PHY411249,5491.0,1,1068.0,9000
PHY411256,570.0,1,1068.0,57000
PHY411256,3722.0,1,1068.0,10000
PHY411256,8417.0,1,1068.0,57000
PHY411256,9974.0,1,1068.0,57000
PHY411259,185.0,1,1068.0,13000
PHY411259,689.0,1,1068.0,13000
PHY411260,309.0,2,2136.0,12000
PHY411262,3761.0,1,1068.0,29000
PHY411270,66.0,1,1068.0,11000
PHY411270,4439.0,1,1068.0,11000
PHY411299,2724.0,1,1068.0,5000
PHY411299,3722.0,1,1068.0,5000
PHY411322,66.0,1,1068.0,9000
PHY411322,2724.0,1,1068.0,9000
PHY411322,4019.0,1,1068.0,9000
PHY411322,4573.0,1,1068.0,17000
PHY411323,242.0,1,1068.0,29000
PHY411339,3612.0,1,1068.0,21000
PHY411339,4439.0,1,1068.0,21000
PHY411341,7935.0,1,1068.0,8000
PHY411341,8108.0,1,1068.0,20000
PHY411342,2749.0,1,1068.0,24000
PHY411342,3615.0,1,1068.0,24000
PHY411362,66.0,2,2136.0,24000
PHY411362,2724.0,2,2136.0,24000
PHY411362,3249.0,2,2136.0,22000
PHY411362,3950.0,2,2136.0,18000
PHY411362,4019.0,2,2136.0,18000
PHY411362,8154.0,2,2136.0,24000
PHY411362,9904.0,2,2136.0,12000
PHY411368,8192.0,1,1068.0,5000
PHY411371,3615.0,1,1068.0,19000
PHY411372,2724.0,2,2136.0,24000
PHY411372,3324.0,1,1068.0,7000
PHY411372,4233.0,2,2136.0,18000
PHY411372,8154.0,4,4272.0,34000
PHY411372,8838.0,2,2136.0,24000
PHY411372,9338.0,1,1068.0,9000
PHY411372,9904.0,2,2136.0,6000
PHY411372,9960.0,1,1068.0,6000
PHY411375,8872.0,1,1068.0,3000
PHY411383,3893.0,1,1068.0,6000
PHY411383,3995.0,1,1068.0,8000
PHY411383,4019.0,1,1068.0,12000
PHY411383,5640.0,1,1068.0,12000
PHY411394,3613.0,1,1068.0,36000
PHY411394,9971.0,1,1068.0,36000
PHY411400,4019.0,1,1068.0,4000
PHY411400,6851.0,1,1068.0,4000
PHY411407,4513.0,1,1068.0,0
PHY411443,6849.0,1,1068.0,8000
PHY411443,9919.0,1,1068.0,2000
PHY411454,3761.0,1,1068.0,25000
PHY411454,4443.0,1,1068.0,5000
PHY411454,5185.0,1,1068.0,25000
PHY411462,7915.0,1,1068.0,8000
PHY411465,2724.0,2,2136.0,23000
PHY411465,2732.0,1,1068.0,17000
PHY411465,3772.0,1,1068.0,12000
PHY411465,4311.0,1,1068.0,7000
PHY411465,4513.0,1,1068.0,5000
PHY411465,5849.0,1,1068.0,7000
PHY411465,6859.0,1,1068.0,4000
PHY411465,7915.0,1,1068.0,11000
PHY411471,595.0,1,1068.0,6000
PHY411476,8872.0,1,1068.0,4000
PHY411486,8154.0,1,1068.0,17000
PHY411486,9904.0,1,0.0,6000
PHY411505,9671.0,1,1068.0,20000
PHY411522,4516.0,1,0.0,2000
PHY411541,66.0,12,12816.0,176000
PHY411541,82.0,2,2136.0,20000
PHY411541,131.0,2,2136.0,82000
PHY411541,387.0,2,2136.0,10000
PHY411541,540.0,2,2136.0,30000
PHY411541,570.0,2,2136.0,0
PHY411541,966.0,2,2136.0,26000
PHY411541,2724.0,14,14952.0,176000
PHY411541,2752.0,2,2136.0,40000
PHY411541,2762.0,4,4272.0,42000
PHY411541,2939.0,2,2136.0,48000
PHY411541,3404.0,4,2136.0,24000
PHY411541,3409.0,2,2136.0,14000
PHY411541,3521.0,2,2136.0,68000
PHY411541,3611.0,2,2136.0,0
PHY411541,3612.0,2,2136.0,76000
PHY411541,3615.0,2,2136.0,36000
PHY411541,3722.0,4,4272.0,12000
PHY411541,3723.0,2,2136.0,12000
PHY411541,3772.0,2,2136.0,66000
PHY411541,3794.0,2,2136.0,88000
PHY411541,3798.0,2,2136.0,56000
PHY411541,3812.0,2,2136.0,38000
PHY411541,3891.0,2,2136.0,20000
PHY411541,3893.0,14,14952.0,100000
PHY411541,3950.0,2,2136.0,38000
PHY411541,3995.0,6,6408.0,46000
PHY411541,4019.0,24,25632.0,236000
PHY411541,4104.0,2,2136.0,30000
PHY411541,4233.0,2,2136.0,12000
PHY411541,4342.0,2,2136.0,40000
PHY411541,4414.0,2,2136.0,0
PHY411541,4439.0,2,2136.0,38000
PHY411541,4443.0,2,2136.0,8000
PHY411541,4513.0,2,2136.0,18000
PHY411541,4516.0,18,19224.0,146000
PHY411541,4523.0,6,6408.0,32000
PHY411541,4525.0,4,4272.0,38000
PHY411541,4542.0,2,2136.0,12000
PHY411541,4575.0,2,2136.0,10000
PHY411541,4576.0,2,2136.0,28000
